,_id,name,category_code,number_of_employees,founded_year,city,location,latitude,longitude,total_money_raised ($k)
10319,"{""$oid"": ""52cdef7e4bab8bd67529a5de""}",Searchcorp Australia,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10320,"{""$oid"": ""52cdef7e4bab8bd67529a5d6""}",Hook Mobile,software,20.0,2006.0,Vienna,"{'type': 'Point', 'coordinates': [-77.232657, 38.917237]}",38.917237,-77.232657,963.0
10321,"{""$oid"": ""52cdef7e4bab8bd67529a5dc""}",Shane Longman,software,12.0,2006.0,Sydney,"{'type': 'Point', 'coordinates': [144.9504861, -37.639333]}",-37.639333,144.9504861,0.0
10322,"{""$oid"": ""52cdef7e4bab8bd67529a5db""}",temetra,web,,2002.0,Clonmel,,Invalid lat long,Invalid lat long,0.0
10323,"{""$oid"": ""52cdef7e4bab8bd67529a5dd""}",Nicholls-Price,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10324,"{""$oid"": ""52cdef7e4bab8bd67529a5df""}",Slap A Story,software,2.0,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10325,"{""$oid"": ""52cdef7e4bab8bd67529a5da""}",People Capital,web,10.0,2008.0,New York,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",40.756054,-73.986951,2500.0
10326,"{""$oid"": ""52cdef7e4bab8bd67529a5e1""}",Collective Wisdom,network_hosting,5.0,2000.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10327,"{""$oid"": ""52cdef7e4bab8bd67529a5e2""}",Connectize,software,,2008.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",37.775196,-122.419204,0.0
10328,"{""$oid"": ""52cdef7e4bab8bd67529a5e0""}",HomeSavvi,other,,,NoCity,"{'type': 'Point', 'coordinates': [-122.2891888, 47.6329523]}",47.6329523,-122.2891888,0.0
10329,"{""$oid"": ""52cdef7e4bab8bd67529a5e4""}",Liferay,software,220.0,2004.0,Los Angeles,,Invalid lat long,Invalid lat long,0.0
10330,"{""$oid"": ""52cdef7e4bab8bd67529a5e3""}",Galgal Sytems,software,1.0,2007.0,Boulder,"{'type': 'Point', 'coordinates': [-105.253093, 40.047299]}",40.047299,-105.253093,0.0
10331,"{""$oid"": ""52cdef7e4bab8bd67529a5e5""}",Rhythm Services Network,mobile,,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10332,"{""$oid"": ""52cdef7e4bab8bd67529a5e6""}",Virtual Greats,other,,2008.0,El Segundo,"{'type': 'Point', 'coordinates': [-118.387462, 33.901344]}",33.901344,-118.387462,0.0
10333,"{""$oid"": ""52cdef7e4bab8bd67529a5e8""}",Monitor Consulting,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10334,"{""$oid"": ""52cdef7e4bab8bd67529a5e7""}",learnpipe,games_video,5.0,2008.0,Cork,,Invalid lat long,Invalid lat long,0.0
10334,"{""$oid"": ""52cdef7e4bab8bd67529a5e7""}",learnpipe,games_video,5.0,2008.0,Manchester,,Invalid lat long,Invalid lat long,0.0
10335,"{""$oid"": ""52cdef7e4bab8bd67529a5e9""}",Jump Lab,other,100.0,1980.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10336,"{""$oid"": ""52cdef7e4bab8bd67529a5eb""}",Systemic,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10337,"{""$oid"": ""52cdef7e4bab8bd67529a5ea""}",Sweet Consultants,consulting,48.0,1998.0,Amherst,"{'type': 'Point', 'coordinates': [-72.4960864, 42.4164071]}",42.4164071,-72.4960864,0.0
10338,"{""$oid"": ""52cdef7e4bab8bd67529a5ee""}",Lloyd Clark LLC,consulting,10.0,2006.0,Elkridge,"{'type': 'Point', 'coordinates': [-76.7125, 39.0285]}",39.0285,-76.7125,0.0
10339,"{""$oid"": ""52cdef7e4bab8bd67529a5ed""}",ZeroBuffer,consulting,10.0,2007.0,Moscow,,Invalid lat long,Invalid lat long,0.0
10339,"{""$oid"": ""52cdef7e4bab8bd67529a5ed""}",ZeroBuffer,consulting,10.0,2007.0,Istanbul,,Invalid lat long,Invalid lat long,0.0
10340,"{""$oid"": ""52cdef7e4bab8bd67529a5f0""}",Mark Bult Design,consulting,1.0,1988.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10341,"{""$oid"": ""52cdef7e4bab8bd67529a5ec""}",ShedWorx,software,5.0,2007.0,"Nedlands, WA","{'type': 'Point', 'coordinates': [115.813457, -31.97302]}",-31.97302,115.813457,100.0
10342,"{""$oid"": ""52cdef7e4bab8bd67529a5ef""}",Komosion,software,20.0,,"Southbank, Victoria","{'type': 'Point', 'coordinates': [144.9530953, -37.8289319]}",-37.8289319,144.9530953,0.0
10343,"{""$oid"": ""52cdef7e4bab8bd67529a5f1""}",Tipzu,ecommerce,1.0,2007.0,NoOffice,,Invalid lat long,Invalid lat long,70.0
10344,"{""$oid"": ""52cdef7e4bab8bd67529a5f4""}",Vuvox,web,,,Redwood City,"{'type': 'Point', 'coordinates': [-122.2229892, 37.4801901]}",37.4801901,-122.2229892,0.0
10345,"{""$oid"": ""52cdef7e4bab8bd67529a5f6""}",Twing,,,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10346,"{""$oid"": ""52cdef7e4bab8bd67529a5f5""}",Social Alliance Network,advertising,5.0,1993.0,Grass Valley,"{'type': 'Point', 'coordinates': [-121.1022942, 39.0984272]}",39.0984272,-121.1022942,0.0
10347,"{""$oid"": ""52cdef7e4bab8bd67529a5f7""}",Voler,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10348,"{""$oid"": ""52cdef7e4bab8bd67529a5f3""}",Knockout Bids,games_video,3.0,2008.0,NoCity,,Invalid lat long,Invalid lat long,0.0
10349,"{""$oid"": ""52cdef7e4bab8bd67529a5f8""}",Fitnio,software,3.0,2008.0,San Mateo,"{'type': 'Point', 'coordinates': [-122.3050823, 37.5349925]}",37.5349925,-122.3050823,0.0
10350,"{""$oid"": ""52cdef7e4bab8bd67529a5fa""}",artcloud,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10351,"{""$oid"": ""52cdef7e4bab8bd67529a5fb""}",myartinfo,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10352,"{""$oid"": ""52cdef7e4bab8bd67529a5f9""}",b2b2dot0,ecommerce,5.0,2008.0,Raleigh,"{'type': 'Point', 'coordinates': [-78.698154, 35.956609]}",35.956609,-78.698154,0.0
10353,"{""$oid"": ""52cdef7e4bab8bd67529a5fc""}",Artlog,software,6.0,2007.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10354,"{""$oid"": ""52cdef7e4bab8bd67529a5f2""}",expressor software,software,35.0,2007.0,Burlington,"{'type': 'Point', 'coordinates': [-71.211568, 42.485102]}",42.485102,-71.211568,29100.0
10355,"{""$oid"": ""52cdef7e4bab8bd67529a5fe""}",Caribou CMS,software,1.0,2007.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10356,"{""$oid"": ""52cdef7e4bab8bd67529a5fd""}",isayusay,software,5.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10357,"{""$oid"": ""52cdef7e4bab8bd67529a602""}",RTT Asia-Pacific,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10358,"{""$oid"": ""52cdef7e4bab8bd67529a600""}",Proxama,mobile,,2005.0,London,,Invalid lat long,Invalid lat long,10750.0
10358,"{""$oid"": ""52cdef7e4bab8bd67529a600""}",Proxama,mobile,,2005.0,Norwich,,Invalid lat long,Invalid lat long,10750.0
10358,"{""$oid"": ""52cdef7e4bab8bd67529a600""}",Proxama,mobile,,2005.0,New York,,Invalid lat long,Invalid lat long,10750.0
10359,"{""$oid"": ""52cdef7e4bab8bd67529a601""}",Frontware International,software,25.0,1997.0,bangkok,,Invalid lat long,Invalid lat long,0.0
10360,"{""$oid"": ""52cdef7e4bab8bd67529a605""}",Asian Expansions,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10361,"{""$oid"": ""52cdef7e4bab8bd67529a603""}",ChinaDotCom Software,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10362,"{""$oid"": ""52cdef7e4bab8bd67529a60a""}",HomeTeamsOnline,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10363,"{""$oid"": ""52cdef7e4bab8bd67529a606""}",Unity Media,web,,1991.0,New York,,Invalid lat long,Invalid lat long,0.0
10364,"{""$oid"": ""52cdef7e4bab8bd67529a60b""}",LeaguePro,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10365,"{""$oid"": ""52cdef7e4bab8bd67529a5ff""}",mFoundry,mobile,160.0,2004.0,Larkspur,"{'type': 'Point', 'coordinates': [-122.493561, 37.862592]}",37.862592,-122.493561,40300.0
10366,"{""$oid"": ""52cdef7e4bab8bd67529a607""}",Lyzia,software,,,Hague,,Invalid lat long,Invalid lat long,0.0
10367,"{""$oid"": ""52cdef7e4bab8bd67529a60c""}",Technodyne,consulting,5.0,2007.0,Athens,"{'type': 'Point', 'coordinates': [23.6879859, 38.0248447]}",38.0248447,23.6879859,0.0
10368,"{""$oid"": ""52cdef7e4bab8bd67529a608""}",Strawberries,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10369,"{""$oid"": ""52cdef7e4bab8bd67529a60e""}",Elovix,games_video,2.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10370,"{""$oid"": ""52cdef7e4bab8bd67529a60d""}",Experiment House,web,,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10371,"{""$oid"": ""52cdef7e4bab8bd67529a609""}",LeagueLineup,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10372,"{""$oid"": ""52cdef7e4bab8bd67529a60f""}",Joy Group,web,2.0,2007.0,Almere,,Invalid lat long,Invalid lat long,0.0
10373,"{""$oid"": ""52cdef7e4bab8bd67529a604""}",Adexa,software,,1994.0,Los Angeles,,Invalid lat long,Invalid lat long,0.0
10374,"{""$oid"": ""52cdef7e4bab8bd67529a611""}",VIDDIX,games_video,5.0,2007.0,Utrecht,"{'type': 'Point', 'coordinates': [5.1682449, 52.0848526]}",52.0848526,5.1682449,109.0
10375,"{""$oid"": ""52cdef7e4bab8bd67529a610""}",Ramp Technology Group,consulting,75.0,2000.0,Bellevue,"{'type': 'Point', 'coordinates': [-122.1962236, 47.61251]}",47.61251,-122.1962236,0.0
10376,"{""$oid"": ""52cdef7e4bab8bd67529a612""}",JobsTAXI,web,12.0,2008.0,Singapore,"{'type': 'Point', 'coordinates': [103.842646, 1.279684]}",1.279684,103.842646,0.0
10377,"{""$oid"": ""52cdef7e4bab8bd67529a615""}",Web:Studio,network_hosting,3.0,2005.0,Ardee,,Invalid lat long,Invalid lat long,0.0
10378,"{""$oid"": ""52cdef7e4bab8bd67529a614""}",PG Job Site Pro,software,,2008.0,Las Vegas,"{'type': 'Point', 'coordinates': [-115.0479, 36.170206]}",36.170206,-115.0479,0.0
10379,"{""$oid"": ""52cdef7e4bab8bd67529a613""}",teambits,software,,2008.0,Darmstadt,"{'type': 'Point', 'coordinates': [8.6250184, 49.8707406]}",49.8707406,8.6250184,0.0
10380,"{""$oid"": ""52cdef7e4bab8bd67529a619""}",QOOP,ecommerce,,,Mill Valley,"{'type': 'Point', 'coordinates': [-122.542491, 37.904468]}",37.904468,-122.542491,0.0
10381,"{""$oid"": ""52cdef7e4bab8bd67529a61b""}",Planzone,software,17.0,2008.0,cedex,"{'type': 'Point', 'coordinates': [2.1346593, 49.5332371]}",49.5332371,2.1346593,0.0
10382,"{""$oid"": ""52cdef7e4bab8bd67529a617""}",Amaze,mobile,15.0,2002.0,Athens,"{'type': 'Point', 'coordinates': [23.6880355, 37.9415136]}",37.9415136,23.6880355,0.0
10383,"{""$oid"": ""52cdef7e4bab8bd67529a61a""}",etribes,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10384,"{""$oid"": ""52cdef7e4bab8bd67529a618""}",ROCKET RENTALS,advertising,7.0,,Berlin,"{'type': 'Point', 'coordinates': [13.4569337, 52.5130749]}",52.5130749,13.4569337,0.0
10385,"{""$oid"": ""52cdef7e4bab8bd67529a616""}",Gemzies,games_video,3.0,2008.0,Amsterdam,"{'type': 'Point', 'coordinates': [4.8419083, 52.342938]}",52.342938,4.8419083,0.0
10386,"{""$oid"": ""52cdef7e4bab8bd67529a61e""}",Igglo,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10387,"{""$oid"": ""52cdef7e4bab8bd67529a61f""}",Taneli Tikka,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10388,"{""$oid"": ""52cdef7e4bab8bd67529a620""}",Red Cross Finland,,,,Helsinki,,Invalid lat long,Invalid lat long,0.0
10389,"{""$oid"": ""52cdef7e4bab8bd67529a61c""}",Perfect Commerce,software,,1998.0,Newport News,,Invalid lat long,Invalid lat long,30000.0
10389,"{""$oid"": ""52cdef7e4bab8bd67529a61c""}",Perfect Commerce,software,,1998.0,NoCity,,Invalid lat long,Invalid lat long,30000.0
10390,"{""$oid"": ""52cdef7e4bab8bd67529a61d""}",SmartEquip,manufacturing,80.0,2001.0,Norwalk,"{'type': 'Point', 'coordinates': [-73.427439, 41.143608]}",41.143608,-73.427439,20700.0
10390,"{""$oid"": ""52cdef7e4bab8bd67529a61d""}",SmartEquip,manufacturing,80.0,2001.0,Agoura Hills,"{'type': 'Point', 'coordinates': [-118.762487, 34.148198]}",34.148198,-118.762487,20700.0
10391,"{""$oid"": ""52cdef7e4bab8bd67529a621""}",MessageBunker,enterprise,7.0,2008.0,Hertfordshire,"{'type': 'Point', 'coordinates': [-0.660258, 51.793944]}",51.793944,-0.660258,125.0
10392,"{""$oid"": ""52cdef7e4bab8bd67529a623""}",Audium Semiconductor,hardware,,,"Clifton, Bristol,",,Invalid lat long,Invalid lat long,8500.0
10393,"{""$oid"": ""52cdef7e4bab8bd67529a622""}",Adjug,advertising,47.0,2007.0,London,"{'type': 'Point', 'coordinates': [-0.1506897, 51.5441671]}",51.5441671,-0.1506897,6500.0
10393,"{""$oid"": ""52cdef7e4bab8bd67529a622""}",Adjug,advertising,47.0,2007.0,München,,Invalid lat long,Invalid lat long,6500.0
10394,"{""$oid"": ""52cdef7e4bab8bd67529a626""}",G-uniX Technologies,software,1.0,2003.0,Toronto,"{'type': 'Point', 'coordinates': [-79.2202391, 43.8102632]}",43.8102632,-79.2202391,0.0
10395,"{""$oid"": ""52cdef7e4bab8bd67529a624""}",Azuro,semiconductor,,2002.0,Santa Clara,"{'type': 'Point', 'coordinates': [-121.976473, 37.406217]}",37.406217,-121.976473,10000.0
10396,"{""$oid"": ""52cdef7e4bab8bd67529a625""}",Telos Entertainment,software,26.0,2007.0,"Charlottetown, Prince Edward Island",,Invalid lat long,Invalid lat long,1775.0
10397,"{""$oid"": ""52cdef7e4bab8bd67529a628""}",800Notes,web,,2006.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10398,"{""$oid"": ""52cdef7e4bab8bd67529a62a""}",Digital Dreamspace,advertising,,2007.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10399,"{""$oid"": ""52cdef7e4bab8bd67529a62b""}",CyberSynchs,mobile,100.0,2008.0,NYC,"{'type': 'Point', 'coordinates': [-73.990033, 40.745534]}",40.745534,-73.990033,0.0
10400,"{""$oid"": ""52cdef7e4bab8bd67529a629""}",Big Universe,web,3.0,2006.0,Reston,"{'type': 'Point', 'coordinates': [-121.8747802, 37.6789843]}",37.6789843,-121.8747802,0.0
10401,"{""$oid"": ""52cdef7e4bab8bd67529a62d""}",Southern California Public Radio,games_video,1000.0,,Pasadena,,Invalid lat long,Invalid lat long,0.0
10402,"{""$oid"": ""52cdef7e4bab8bd67529a62c""}",REMOTV,mobile,7.0,2007.0,New Haven,"{'type': 'Point', 'coordinates': [-72.9294232, 41.3215202]}",41.3215202,-72.9294232,2700.0
10403,"{""$oid"": ""52cdef7e4bab8bd67529a632""}",Montclair Advisors,consulting,5.0,2008.0,Oakland,"{'type': 'Point', 'coordinates': [-122.195779, 37.82043]}",37.82043,-122.195779,0.0
10404,"{""$oid"": ""52cdef7e4bab8bd67529a634""}",Sands Research,other,,,El Paso,"{'type': 'Point', 'coordinates': [-106.553875, 31.850304]}",31.850304,-106.553875,0.0
10405,"{""$oid"": ""52cdef7e4bab8bd67529a631""}",Lingueo,web,,2007.0,Paris,"{'type': 'Point', 'coordinates': [2.3638456, 48.8787097]}",48.8787097,2.3638456,0.0
10406,"{""$oid"": ""52cdef7e4bab8bd67529a633""}",Wanteed,advertising,,2006.0,Paris,"{'type': 'Point', 'coordinates': [2.3310526, 48.8640493]}",48.8640493,2.3310526,0.0
10407,"{""$oid"": ""52cdef7e4bab8bd67529a635""}",ComplaintCommunity,web,5.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10408,"{""$oid"": ""52cdef7e4bab8bd67529a62e""}",Gather,news,26.0,2005.0,Boston,,Invalid lat long,Invalid lat long,27500.0
10409,"{""$oid"": ""52cdef7e4bab8bd67529a636""}",Brightegg,public_relations,,2001.0,Tolland,"{'type': 'Point', 'coordinates': [-72.3448043, 41.856671]}",41.856671,-72.3448043,0.0
10410,"{""$oid"": ""52cdef7e4bab8bd67529a637""}",Atomeet,web,3.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10411,"{""$oid"": ""52cdef7e4bab8bd67529a639""}",Statix TV,web,,2008.0,Palo Alto,"{'type': 'Point', 'coordinates': [-122.159291, 37.443]}",37.443,-122.159291,0.0
10412,"{""$oid"": ""52cdef7e4bab8bd67529a63c""}",Dented Reality,,,,San Francisco,,Invalid lat long,Invalid lat long,0.0
10413,"{""$oid"": ""52cdef7e4bab8bd67529a63a""}",VisionWang,consulting,,2008.0,Hartford,"{'type': 'Point', 'coordinates': [-72.673165, 41.766467]}",41.766467,-72.673165,0.0
10413,"{""$oid"": ""52cdef7e4bab8bd67529a63a""}",VisionWang,consulting,,2008.0,Beijing,"{'type': 'Point', 'coordinates': [116.3979471, 39.9081726]}",39.9081726,116.3979471,0.0
10414,"{""$oid"": ""52cdef7e4bab8bd67529a63b""}",Foundry Interactive,public_relations,3.0,2008.0,Seattle,"{'type': 'Point', 'coordinates': [-122.344595, 47.6606589]}",47.6606589,-122.344595,0.0
10415,"{""$oid"": ""52cdef7e4bab8bd67529a63d""}",Crispin Porter + Bogusky,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10416,"{""$oid"": ""52cdef7e4bab8bd67529a630""}",Adjust,public_relations,9.0,2003.0,Rixensart,"{'type': 'Point', 'coordinates': [4.5137367, 50.7193065]}",50.7193065,4.5137367,0.0
10417,"{""$oid"": ""52cdef7e4bab8bd67529a63f""}",Acrux Ads,advertising,5.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10418,"{""$oid"": ""52cdef7e4bab8bd67529a63e""}","Expert Online Services, LLC",advertising,3.0,2003.0,Palm Beach Gardens,"{'type': 'Point', 'coordinates': [-80.145206, 26.852044]}",26.852044,-80.145206,0.0
10419,"{""$oid"": ""52cdef7e4bab8bd67529a62f""}",BridgeCo,software,,,"Duebendorf ,  Zurich","{'type': 'Point', 'coordinates': [8.6049507, 47.3994267]}",47.3994267,8.6049507,69500.0
10420,"{""$oid"": ""52cdef7e4bab8bd67529a627""}",Webgains UK,advertising,,2004.0,London,,Invalid lat long,Invalid lat long,0.0
10421,"{""$oid"": ""52cdef7e4bab8bd67529a638""}",MarketRiders,web,4.0,2008.0,Palo Alto,"{'type': 'Point', 'coordinates': [-121.9909454, 37.8097439]}",37.8097439,-121.9909454,200.0
10422,"{""$oid"": ""52cdef7e4bab8bd67529a640""}",WebNotes,web,5.0,2007.0,Cambridge,"{'type': 'Point', 'coordinates': [-71.085909, 42.360098]}",42.360098,-71.085909,345.0
10423,"{""$oid"": ""52cdef7e4bab8bd67529a641""}",RunE2E,software,10.0,,Alpharetta,"{'type': 'Point', 'coordinates': [-84.262072, 34.078198]}",34.078198,-84.262072,0.0
10424,"{""$oid"": ""52cdef7e4bab8bd67529a643""}",TiMetra,hardware,,,Murray Hill,,Invalid lat long,Invalid lat long,0.0
10425,"{""$oid"": ""52cdef7e4bab8bd67529a642""}",CampusEAI,enterprise,200.0,2003.0,Cleveland,"{'type': 'Point', 'coordinates': [-81.6747295, 41.5139193]}",41.5139193,-81.6747295,0.0
10425,"{""$oid"": ""52cdef7e4bab8bd67529a642""}",CampusEAI,enterprise,200.0,2003.0,Newark,"{'type': 'Point', 'coordinates': [-74.1739057, 40.7350747]}",40.7350747,-74.1739057,0.0
10425,"{""$oid"": ""52cdef7e4bab8bd67529a642""}",CampusEAI,enterprise,200.0,2003.0,Gurgaon,"{'type': 'Point', 'coordinates': [77.017838, 28.46385]}",28.46385,77.017838,0.0
10426,"{""$oid"": ""52cdef7e4bab8bd67529a644""}",Career Crown International,consulting,14.0,2000.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10427,"{""$oid"": ""52cdef7e4bab8bd67529a646""}",TwitBacks,web,4.0,2011.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10428,"{""$oid"": ""52cdef7e4bab8bd67529a647""}",Magna Techa,web,1.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
10429,"{""$oid"": ""52cdef7e4bab8bd67529a645""}",PreEmptive Solutions,software,25.0,,Mayfield Village,,Invalid lat long,Invalid lat long,0.0
10429,"{""$oid"": ""52cdef7e4bab8bd67529a645""}",PreEmptive Solutions,software,25.0,,Paris,"{'type': 'Point', 'coordinates': [2.3227332, 48.8436547]}",48.8436547,2.3227332,0.0
10430,"{""$oid"": ""52cdef7e4bab8bd67529a649""}",SHUB,mobile,2.0,2008.0,Longmont,"{'type': 'Point', 'coordinates': [-95.362534, 29.759956]}",29.759956,-95.362534,0.0
10431,"{""$oid"": ""52cdef7e4bab8bd67529a648""}",Guaranteach,web,7.0,2008.0,Baltimore,"{'type': 'Point', 'coordinates': [-76.614442, 39.30677]}",39.30677,-76.614442,0.0
10432,"{""$oid"": ""52cdef7e4bab8bd67529a64b""}",Kraysis,software,30.0,2006.0,Lahore,,Invalid lat long,Invalid lat long,0.0
10432,"{""$oid"": ""52cdef7e4bab8bd67529a64b""}",Kraysis,software,30.0,2006.0,NoCity,,Invalid lat long,Invalid lat long,0.0
10433,"{""$oid"": ""52cdef7e4bab8bd67529a64c""}",3220 Publishing,web,,2008.0,Sausalito,"{'type': 'Point', 'coordinates': [-122.503741, 37.869619]}",37.869619,-122.503741,0.0
10434,"{""$oid"": ""52cdef7e4bab8bd67529a64a""}",AppLabs,software,2000.0,2001.0,Hyderabad,"{'type': 'Point', 'coordinates': [4.7694829, 44.6672372]}",44.6672372,4.7694829,10000.0
10435,"{""$oid"": ""52cdef7e4bab8bd67529a64d""}",La Reunion Virtuelle,advertising,3.0,2008.0,Avirons,,Invalid lat long,Invalid lat long,109.0
10436,"{""$oid"": ""52cdef7e4bab8bd67529a64f""}",DrClick,software,2.0,2006.0,KrakÃ³w,"{'type': 'Point', 'coordinates': [19.9304799, 50.0767915]}",50.0767915,19.9304799,0.0
10437,"{""$oid"": ""52cdef7e4bab8bd67529a64e""}",MarketForward,consulting,65.0,2001.0,Chicago,"{'type': 'Point', 'coordinates': [-87.632519, 41.889183]}",41.889183,-87.632519,0.0
10437,"{""$oid"": ""52cdef7e4bab8bd67529a64e""}",MarketForward,consulting,65.0,2001.0,St Denis,"{'type': 'Point', 'coordinates': [2.3868831, 48.852218]}",48.852218,2.3868831,0.0
10438,"{""$oid"": ""52cdef7e4bab8bd67529a650""}",TrackMyPeople,web,3.0,2008.0,Leuven,"{'type': 'Point', 'coordinates': [4.700737, 50.867206]}",50.867206,4.700737,0.0
10439,"{""$oid"": ""52cdef7e4bab8bd67529a651""}",Digital Base,software,3.0,2004.0,Leuven,"{'type': 'Point', 'coordinates': [4.700737, 50.867206]}",50.867206,4.700737,0.0
10440,"{""$oid"": ""52cdef7e4bab8bd67529a652""}",Yasni,search,20.0,2007.0,Frankfurt,"{'type': 'Point', 'coordinates': [8.6294777, 50.0832791]}",50.0832791,8.6294777,0.0
10441,"{""$oid"": ""52cdef7e4bab8bd67529a655""}",EveryCity,network_hosting,,2006.0,London,,Invalid lat long,Invalid lat long,0.0
10442,"{""$oid"": ""52cdef7e4bab8bd67529a653""}",123people,search,,2007.0,Vienna,"{'type': 'Point', 'coordinates': [16.3639993, 48.1992677]}",48.1992677,16.3639993,0.0
10443,"{""$oid"": ""52cdef7e4bab8bd67529a654""}",Adlogix,software,7.0,2007.0,Brussels,"{'type': 'Point', 'coordinates': [4.325488, 50.8197063]}",50.8197063,4.325488,0.0
10444,"{""$oid"": ""52cdef7e4bab8bd67529a656""}",Global New Media,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10445,"{""$oid"": ""52cdef7e4bab8bd67529a658""}",[is value],consulting,10.0,2005.0,Paris,"{'type': 'Point', 'coordinates': [2.3218173, 48.872032]}",48.872032,2.3218173,0.0
10446,"{""$oid"": ""52cdef7e4bab8bd67529a65a""}",Designer Servers Ltd,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10447,"{""$oid"": ""52cdef7e4bab8bd67529a659""}",White Wall Web,software,25.0,2003.0,Cape Town,,Invalid lat long,Invalid lat long,0.0
10447,"{""$oid"": ""52cdef7e4bab8bd67529a659""}",White Wall Web,software,25.0,2003.0,Johannesburg,,Invalid lat long,Invalid lat long,0.0
10447,"{""$oid"": ""52cdef7e4bab8bd67529a659""}",White Wall Web,software,25.0,2003.0,Exeter,,Invalid lat long,Invalid lat long,0.0
10448,"{""$oid"": ""52cdef7e4bab8bd67529a65c""}",GEMM,,,,La Jolla,,Invalid lat long,Invalid lat long,0.0
10449,"{""$oid"": ""52cdef7e4bab8bd67529a65b""}",Holy Bible Trivia,web,,2002.0,Phoenix,"{'type': 'Point', 'coordinates': [-111.9880199, 33.7047247]}",33.7047247,-111.9880199,0.0
10450,"{""$oid"": ""52cdef7e4bab8bd67529a65d""}",Musicstack,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
10451,"{""$oid"": ""52cdef7e4bab8bd67529a65f""}",Netsoundsmusic,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
